user,press-0,release-0,press-1,release-1,press-2,release-2,press-3,release-3,press-4,release-4,press-5,release-5,press-6,release-6,press-7,release-7,press-8,release-8,press-9,release-9,press-10,release-10,press-11,release-11,press-12,release-12
106,0,73,192,264,370,444,665,732,810,882,1020,1064,1143,1207,1300,1371,1473,1512,1595,1648,1736,1792,1864,1932,2056,2136
106,0,64,192,240,329,400,608,667,728,798,905,968,1233,1304,1401,1458,1600,1668,1728,1807,2097,2168,2257,2315,2456,2516
107,0,1,134,269,185,306,333,450,421,501,585,654,725,773,846,912,933,996,1081,1157,1261,1340,1389,1488,1453,1525
107,0,56,161,288,223,329,335,447,431,526,640,716,807,866,887,976,1015,1079,1135,1207,1414,1491,1979,2063,2023,2095
107,0,73,57,224,201,298,300,404,403,456,587,656,721,768,812,920,921,992,1053,1120,1192,1320,1297,1424,1384,1513
107,0,42,156,305,221,316,317,421,382,471,566,633,717,809,853,933,952,1029,1088,1173,1289,1432,1369,1485,1437,1524
107,0,61,184,324,265,366,376,489,465,543,632,728,807,880,982,1063,1105,1153,1239,1312,1401,1560,1527,1665,1608,1696
107,0,73,296,426,405,504,623,737,721,800,987,991,1160,1232,1293,1389,1390,1481,1581,1659,1824,1968,1912,2052,2022,2080
107,0,71,187,327,263,398,327,414,399,471,560,656,735,836,847,927,988,1047,1089,1174,1305,1440,1361,1495,1440,1527
107,0,72,227,328,272,385,352,472,439,496,633,683,809,889,936,1008,1059,1168,1186,1284,1367,1548,1472,1647,1576,1647
108,0,66,218,290,388,455,514,668,618,698,1009,1075,1218,1283,1347,1436,1538,1640,1731,1810,1952,2088,2089,2130,2274,2342
108,0,57,160,239,375,436,481,648,613,680,1012,1071,1438,1489,1780,1863,1999,2091,2193,2263,2412,2471,2531,2613,2744,2820
108,0,71,200,295,399,463,527,663,648,695,865,916,1008,1071,1117,1184,1312,1383,1480,1563,1687,1767,1812,1887,2017,2080
108,0,67,174,254,358,439,512,654,630,702,831,902,1023,1086,1142,1198,1331,1415,1520,1598,1740,1842,1850,1925,2055,2117
108,0,64,168,261,336,408,482,648,629,692,833,904,1006,1057,1133,1176,1297,1384,1493,1592,1706,1810,1869,1957,2098,2130
108,0,73,200,280,404,456,513,624,656,750,913,982,1504,1568,1865,1944,2100,2168,2301,2351,2472,2600,2601,2679,2808,2871
108,0,63,159,240,327,401,518,635,612,688,802,893,983,1064,1135,1199,1327,1432,1524,1594,1698,1833,1833,1887,2015,2080
108,0,70,192,274,382,446,536,614,695,774,916,983,1259,1303,1422,1510,1636,1710,1870,1894,2023,2094,2182,2258,2382,2446
109,0,104,219,297,328,450,451,536,665,722,886,996,1024,1114,1149,1281,1232,1371,1384,1497,1481,1584,1633,1746,1885,1928
109,0,1,668,785,828,922,951,1022,1085,1214,1327,1410,1468,1556,1610,1751,1701,1806,1822,1964,1950,2070,2095,2254,2301,2437
109,0,1,1,6,7,7,7,26,81,189,325,389,457,553,562,690,667,763,797,924,891,1037,1131,1202,1307,1403
109,0,1,1,1,2,2,2,110,265,360,531,648,684,768,789,908,890,991,1025,1174,1118,1238,1297,1423,1523,1657
109,0,0,0,1,1,58,103,225,299,359,491,591,677,767,875,943,925,1033,1063,1191,1176,1271,1357,1464,1543,1658
109,0,122,254,327,423,535,592,721,751,855,1024,1167,1255,1385,1455,1599,1566,1723,1759,1931,1855,1998,2071,2217,2319,2427
109,0,0,0,1,100,198,256,343,373,487,639,802,887,976,1080,1238,1203,1377,1377,1533,1471,1601,1666,1776,1879,1977
109,0,1,20,104,186,297,328,433,496,632,746,850,956,1026,1095,1249,1186,1323,1486,1624,1585,1735,1856,1992,2123,2201
110,0,64,175,248,303,374,550,638,661,760,870,1001,942,1038,1154,1230,1343,1418,1638,1727,1899,1999,2144,2232,2346,2478
110,0,97,240,304,410,472,624,747,755,840,939,1093,1048,1160,1326,1424,1526,1631,1766,1860,1904,2035,2036,2156,2258,2416
110,0,74,182,250,358,381,501,581,677,781,909,1045,1035,1136,1263,1373,1462,1549,1613,1709,1772,1872,1886,1994,2096,2277
110,0,80,225,306,444,465,575,672,689,784,884,1040,1000,1123,1439,1576,1638,1735,1785,1884,1928,2040,2057,2186,2284,2504
110,0,81,217,289,387,473,954,1057,1091,1189,1265,1419,1384,1465,1595,1698,1755,1866,1921,2019,2161,2265,2351,2457,2561,2704
110,0,79,216,300,393,519,692,807,807,894,1004,1204,1161,1279,1407,1512,1591,1724,1763,1866,1879,2046,2048,2192,2303,2449
110,0,84,200,290,384,476,782,930,943,978,1064,1240,1200,1310,1413,1484,1537,1658,1760,1848,1831,1940,1944,2082,2174,2319
110,0,64,271,366,424,510,703,798,827,928,1032,1200,1158,1299,1345,1445,1561,1624,1679,1798,1838,1966,1991,2096,2199,2358
200,4,104,148,248,299,399,446,546,591,691,750,850,902,1002,1048,1148,1195,1295,1350,1450,1498,1598,1654,1754,1800,1900
200,3,103,144,244,299,399,446,546,601,701,747,847,898,998,1043,1143,1196,1296,1346,1446,1499,1599,1648,1748,1803,1903
200,2,102,154,254,300,400,451,551,595,695,750,850,898,998,1050,1150,1198,1298,1348,1448,1496,1596,1648,1748,1800,1900
200,-5,95,148,248,299,399,449,549,600,700,745,845,895,995,1049,1149,1203,1303,1352,1452,1499,1599,1649,1749,1798,1898
200,3,103,151,251,297,397,443,543,599,699,748,848,896,996,1050,1150,1204,1304,1344,1444,1498,1598,1647,1747,1800,1900
200,-1,99,152,252,302,402,447,547,595,695,745,845,899,999,1054,1154,1200,1300,1352,1452,1499,1599,1650,1750,1801,1901
200,-1,99,151,251,298,398,451,551,599,699,752,852,897,997,1049,1149,1202,1302,1346,1446,1498,1598,1648,1748,1801,1901
200,-4,96,152,252,298,398,453,553,601,701,753,853,901,1001,1050,1150,1197,1297,1350,1450,1506,1606,1653,1753,1799,1899
200,1,101,148,248,298,398,448,548,592,692,751,851,897,997,1046,1146,1197,1297,1349,1449,1504,1604,1648,1748,1800,1900
200,-1,99,156,256,297,397,453,553,605,705,748,848,899,999,1056,1156,1196,1296,1348,1448,1492,1592,1650,1750,1802,1902
200,0,100,153,253,300,400,453,553,594,694,749,849,902,1002,1052,1152,1193,1293,1357,1457,1498,1598,1652,1752,1804,1904
200,0,100,146,246,297,397,452,552,599,699,744,844,896,996,1047,1147,1203,1303,1348,1448,1496,1596,1651,1751,1802,1902
200,-4,96,151,251,299,399,451,551,597,697,744,844,896,996,1054,1154,1198,1298,1349,1449,1500,1600,1655,1755,1798,1898
200,5,105,151,251,296,396,449,549,600,700,750,850,900,1000,1047,1147,1196,1296,1351,1451,1502,1602,1647,1747,1796,1896
200,2,102,147,247,299,399,452,552,602,702,750,850,894,994,1050,1150,1200,1300,1345,1445,1501,1601,1649,1749,1796,1896
200,-4,96,154,254,301,401,454,554,603,703,750,850,907,1007,1042,1142,1199,1299,1356,1456,1501,1601,1651,1751,1799,1899
200,-3,97,147,247,301,401,448,548,598,698,755,855,903,1003,1051,1151,1194,1294,1351,1451,1498,1598,1646,1746,1796,1896
200,-3,97,150,250,298,398,448,548,599,699,749,849,897,997,1053,1153,1199,1299,1350,1450,1505,1605,1654,1754,1804,1904
200,-1,99,147,247,304,404,446,546,598,698,752,852,903,1003,1045,1145,1205,1305,1354,1454,1497,1597,1653,1753,1801,1901
200,-4,96,150,250,300,400,449,549,601,701,751,851,899,999,1052,1152,1200,1300,1351,1451,1502,1602,1651,1751,1802,1902
200,2,102,147,247,299,399,443,543,601,701,750,850,899,999,1052,1152,1202,1302,1351,1451,1497,1597,1652,1752,1798,1898
200,2,102,147,247,298,398,452,552,599,699,748,848,899,999,1044,1144,1200,1300,1351,1451,1496,1596,1648,1748,1801,1901
200,-3,97,151,251,300,400,451,551,603,703,752,852,905,1005,1052,1152,1199,1299,1348,1448,1498,1598,1647,1747,1795,1895
200,-2,98,151,251,303,403,443,543,597,697,742,842,895,995,1045,1145,1191,1291,1354,1454,1497,1597,1648,1748,1798,1898
200,-2,98,148,248,297,397,451,551,597,697,753,853,900,1000,1047,1147,1202,1302,1344,1444,1500,1600,1646,1746,1799,1899
200,-3,97,153,253,298,398,449,549,604,704,748,848,896,996,1056,1156,1201,1301,1351,1451,1503,1603,1646,1746,1800,1900
200,1,101,151,251,298,398,445,545,600,700,750,850,902,1002,1052,1152,1197,1297,1352,1452,1500,1600,1650,1750,1794,1894
200,0,100,152,252,301,401,451,551,596,696,751,851,898,998,1054,1154,1201,1301,1348,1448,1500,1600,1651,1751,1799,1899
200,-1,99,150,250,299,399,450,550,595,695,749,849,906,1006,1050,1150,1199,1299,1350,1450,1503,1603,1649,1749,1798,1898
200,0,100,155,255,299,399,447,547,604,704,751,851,893,993,1053,1153,1205,1305,1346,1446,1504,1604,1652,1752,1798,1898
200,-6,94,148,248,304,404,450,550,602,702,748,848,895,995,1049,1149,1201,1301,1350,1450,1501,1601,1647,1747,1796,1896
200,0,100,143,243,297,397,452,552,600,700,745,845,896,996,1045,1145,1197,1297,1349,1449,1499,1599,1655,1755,1795,1895
200,0,100,145,245,298,398,449,549,606,706,750,850,898,998,1050,1150,1203,1303,1350,1450,1497,1597,1651,1751,1798,1898
200,0,100,148,248,296,396,454,554,601,701,748,848,898,998,1053,1153,1203,1303,1347,1447,1497,1597,1648,1748,1800,1900
200,3,103,151,251,298,398,445,545,598,698,751,851,900,1000,1051,1151,1197,1297,1351,1451,1500,1600,1649,1749,1795,1895
200,-2,98,152,252,300,400,452,552,600,700,753,853,901,1001,1052,1152,1195,1295,1351,1451,1499,1599,1651,1751,1800,1900
200,1,101,150,250,296,396,452,552,598,698,756,856,902,1002,1050,1150,1198,1298,1350,1450,1497,1597,1645,1745,1798,1898
200,-6,94,142,242,297,397,448,548,596,696,755,855,902,1002,1054,1154,1197,1297,1349,1449,1498,1598,1646,1746,1803,1903
200,0,100,153,253,299,399,445,545,598,698,748,848,902,1002,1046,1146,1198,1298,1348,1448,1500,1600,1651,1751,1799,1899
200,3,103,151,251,300,400,448,548,599,699,752,852,900,1000,1050,1150,1200,1300,1350,1450,1495,1595,1648,1748,1796,1896
200,2,102,151,251,297,397,444,544,599,699,752,852,892,992,1046,1146,1195,1295,1354,1454,1498,1598,1653,1753,1801,1901
200,3,103,145,245,297,397,455,555,600,700,748,848,900,1000,1049,1149,1201,1301,1349,1449,1499,1599,1650,1750,1804,1904
200,0,100,152,252,302,402,447,547,593,693,749,849,899,999,1049,1149,1198,1298,1351,1451,1499,1599,1652,1752,1802,1902
200,0,100,149,249,298,398,452,552,600,700,751,851,899,999,1049,1149,1202,1302,1343,1443,1502,1602,1649,1749,1795,1895
200,0,100,153,253,292,392,448,548,604,704,753,853,902,1002,1047,1147,1197,1297,1351,1451,1498,1598,1644,1744,1803,1903
200,-1,99,147,247,300,400,447,547,597,697,749,849,902,1002,1057,1157,1201,1301,1353,1453,1500,1600,1650,1750,1796,1896
200,-2,98,148,248,303,403,449,549,597,697,753,853,899,999,1042,1142,1197,1297,1346,1446,1500,1600,1649,1749,1798,1898
200,0,100,145,245,302,402,453,553,601,701,748,848,903,1003,1050,1150,1203,1303,1350,1450,1501,1601,1657,1757,1799,1899
200,0,100,150,250,298,398,448,548,598,698,748,848,898,998,1051,1151,1200,1300,1347,1447,1501,1601,1647,1747,1799,1899
200,-4,96,154,254,299,399,453,553,597,697,750,850,904,1004,1051,1151,1197,1297,1353,1453,1502,1602,1656,1756,1803,1903
200,3,103,152,252,302,402,459,559,600,700,748,848,898,998,1047,1147,1197,1297,1349,1449,1495,1595,1645,1745,1803,1903
200,0,100,150,250,296,396,445,545,595,695,749,849,899,999,1056,1156,1205,1305,1352,1452,1502,1602,1651,1751,1797,1897
200,0,100,149,249,302,402,449,549,597,697,753,853,901,1001,1051,1151,1198,1298,1349,1449,1499,1599,1654,1754,1795,1895
200,-2,98,146,246,301,401,450,550,598,698,746,846,898,998,1052,1152,1200,1300,1346,1446,1498,1598,1648,1748,1801,1901
200,-5,95,148,248,295,395,455,555,597,697,749,849,898,998,1048,1148,1201,1301,1350,1450,1498,1598,1652,1752,1796,1896
200,0,100,150,250,302,402,452,552,597,697,750,850,899,999,1043,1143,1201,1301,1347,1447,1505,1605,1651,1751,1802,1902
200,0,100,153,253,301,401,451,551,601,701,753,853,899,999,1052,1152,1196,1296,1352,1452,1498,1598,1649,1749,1799,1899
200,-1,99,147,247,295,395,449,549,599,699,743,843,899,999,1045,1145,1205,1305,1353,1453,1500,1600,1653,1753,1802,1902
200,-2,98,148,248,298,398,442,542,606,706,754,854,899,999,1048,1148,1200,1300,1354,1454,1499,1599,1653,1753,1795,1895
200,-3,97,149,249,301,401,449,549,593,693,746,846,898,998,1046,1146,1197,1297,1347,1447,1497,1597,1648,1748,1803,1903
200,1,101,152,252,300,400,448,548,603,703,746,846,900,1000,1051,1151,1197,1297,1362,1462,1497,1597,1653,1753,1798,1898
200,2,102,147,247,303,403,453,553,603,703,748,848,902,1002,1053,1153,1197,1297,1348,1448,1502,1602,1644,1744,1799,1899
200,0,100,150,250,300,400,450,550,598,698,750,850,899,999,1047,1147,1200,1300,1347,1447,1500,1600,1649,1749,1798,1898
200,-2,98,149,249,302,402,447,547,600,700,757,857,904,1004,1052,1152,1194,1294,1351,1451,1500,1600,1651,1751,1803,1903
200,4,104,145,245,298,398,448,548,593,693,750,850,892,992,1054,1154,1202,1302,1349,1449,1500,1600,1647,1747,1804,1904
200,0,100,148,248,305,405,449,549,604,704,752,852,899,999,1052,1152,1197,1297,1348,1448,1496,1596,1648,1748,1800,1900
200,2,102,155,255,301,401,451,551,601,701,744,844,896,996,1048,1148,1200,1300,1349,1449,1497,1597,1651,1751,1802,1902
200,-2,98,149,249,299,399,452,552,600,700,753,853,898,998,1051,1151,1202,1302,1349,1449,1498,1598,1647,1747,1802,1902
200,2,102,150,250,301,401,452,552,600,700,753,853,900,1000,1055,1155,1202,1302,1353,1453,1502,1602,1646,1746,1802,1902
200,-3,97,151,251,303,403,450,550,601,701,750,850,898,998,1049,1149,1201,1301,1348,1448,1499,1599,1645,1745,1797,1897
200,-3,97,145,245,298,398,448,548,602,702,746,846,903,1003,1051,1151,1203,1303,1352,1452,1498,1598,1651,1751,1801,1901
200,-4,96,154,254,294,394,451,551,601,701,752,852,901,1001,1046,1146,1199,1299,1352,1452,1503,1603,1650,1750,1796,1896
200,1,101,150,250,301,401,451,551,604,704,751,851,900,1000,1049,1149,1198,1298,1353,1453,1498,1598,1648,1748,1798,1898
200,1,101,147,247,292,392,451,551,603,703,748,848,903,1003,1044,1144,1200,1300,1345,1445,1499,1599,1652,1752,1794,1894
200,0,100,150,250,300,400,449,549,603,703,749,849,897,997,1054,1154,1199,1299,1349,1449,1496,1596,1649,1749,1798,1898
200,2,102,151,251,302,402,451,551,596,696,753,853,903,1003,1055,1155,1201,1301,1346,1446,1502,1602,1653,1753,1802,1902
200,-3,97,148,248,296,396,455,555,601,701,755,855,901,1001,1055,1155,1196,1296,1349,1449,1501,1601,1654,1754,1800,1900
200,2,102,150,250,299,399,446,546,595,695,747,847,901,1001,1047,1147,1194,1294,1350,1450,1497,1597,1649,1749,1798,1898
200,-2,98,144,244,312,412,451,551,596,696,750,850,908,1008,1050,1150,1197,1297,1352,1452,1498,1598,1651,1751,1801,1901
200,2,102,149,249,300,400,448,548,603,703,749,849,899,999,1050,1150,1194,1294,1349,1449,1504,1604,1651,1751,1798,1898
200,2,102,149,249,294,394,444,544,600,700,750,850,895,995,1048,1148,1198,1298,1350,1450,1498,1598,1650,1750,1797,1897
200,3,103,156,256,298,398,443,543,599,699,750,850,897,997,1052,1152,1204,1304,1348,1448,1504,1604,1647,1747,1798,1898
200,7,107,146,246,300,400,448,548,604,704,751,851,900,1000,1050,1150,1201,1301,1351,1451,1501,1601,1649,1749,1801,1901
200,-2,98,145,245,300,400,450,550,598,698,749,849,898,998,1049,1149,1203,1303,1348,1448,1500,1600,1654,1754,1796,1896
200,-3,97,147,247,300,400,452,552,598,698,745,845,899,999,1047,1147,1197,1297,1353,1453,1499,1599,1650,1750,1799,1899
200,-3,97,145,245,298,398,449,549,595,695,742,842,896,996,1051,1151,1203,1303,1348,1448,1500,1600,1650,1750,1798,1898
200,-1,99,147,247,299,399,447,547,601,701,748,848,899,999,1049,1149,1201,1301,1350,1450,1492,1592,1647,1747,1801,1901
200,-1,99,155,255,302,402,448,548,597,697,750,850,902,1002,1051,1151,1201,1301,1351,1451,1495,1595,1648,1748,1795,1895
200,2,102,151,251,297,397,446,546,603,703,751,851,903,1003,1046,1146,1195,1295,1349,1449,1502,1602,1649,1749,1799,1899
200,-1,99,147,247,299,399,454,554,600,700,751,851,903,1003,1050,1150,1200,1300,1352,1452,1499,1599,1652,1752,1802,1902
200,-3,97,149,249,305,405,449,549,596,696,751,851,899,999,1046,1146,1197,1297,1347,1447,1500,1600,1648,1748,1805,1905
200,-1,99,149,249,297,397,451,551,604,704,755,855,901,1001,1046,1146,1204,1304,1346,1446,1498,1598,1647,1747,1801,1901
200,0,100,151,251,303,403,449,549,598,698,751,851,898,998,1050,1150,1199,1299,1347,1447,1498,1598,1648,1748,1801,1901
200,-1,99,150,250,305,405,450,550,597,697,747,847,904,1004,1052,1152,1201,1301,1349,1449,1501,1601,1649,1749,1800,1900
200,2,102,147,247,296,396,451,551,600,700,750,850,897,997,1045,1145,1197,1297,1347,1447,1499,1599,1647,1747,1801,1901
200,-2,98,153,253,296,396,449,549,602,702,752,852,900,1000,1051,1151,1201,1301,1349,1449,1501,1601,1649,1749,1800,1900
200,-2,98,146,246,306,406,454,554,597,697,749,849,899,999,1049,1149,1209,1309,1347,1447,1496,1596,1650,1750,1804,1904
200,1,101,148,248,299,399,446,546,599,699,748,848,900,1000,1049,1149,1200,1300,1351,1451,1499,1599,1648,1748,1800,1900
200,-1,99,154,254,301,401,449,549,598,698,751,851,899,999,1047,1147,1202,1302,1346,1446,1496,1596,1644,1744,1805,1905
200,-2,98,151,251,303,403,447,547,598,698,752,852,892,992,1048,1148,1197,1297,1351,1451,1501,1601,1647,1747,1797,1897
200,1,101,149,249,296,396,450,550,597,697,751,851,898,998,1048,1148,1196,1296,1352,1452,1504,1604,1648,1748,1799,1899
200,1,101,149,249,299,399,451,551,594,694,751,851,902,1002,1049,1149,1206,1306,1352,1452,1494,1594,1646,1746,1801,1901
200,3,103,148,248,301,401,448,548,603,703,744,844,902,1002,1051,1151,1198,1298,1349,1449,1497,1597,1644,1744,1805,1905
200,-1,99,148,248,295,395,450,550,603,703,745,845,903,1003,1048,1148,1196,1296,1344,1444,1503,1603,1649,1749,1801,1901
200,0,100,149,249,300,400,451,551,603,703,747,847,898,998,1051,1151,1200,1300,1348,1448,1500,1600,1650,1750,1797,1897
200,5,105,149,249,296,396,444,544,601,701,752,852,900,1000,1050,1150,1202,1302,1348,1448,1498,1598,1647,1747,1797,1897
200,0,100,146,246,299,399,448,548,596,696,751,851,899,999,1051,1151,1202,1302,1349,1449,1498,1598,1650,1750,1796,1896
200,0,100,147,247,302,402,450,550,595,695,746,846,902,1002,1044,1144,1201,1301,1351,1451,1496,1596,1653,1753,1796,1896
200,-8,92,149,249,297,397,450,550,598,698,754,854,895,995,1049,1149,1194,1294,1353,1453,1504,1604,1648,1748,1798,1898
200,3,103,154,254,300,400,446,546,599,699,749,849,899,999,1047,1147,1203,1303,1345,1445,1491,1591,1652,1752,1801,1901
200,3,103,146,246,300,400,446,546,606,706,742,842,899,999,1049,1149,1199,1299,1346,1446,1495,1595,1651,1751,1801,1901
200,-1,99,147,247,296,396,448,548,593,693,751,851,893,993,1048,1148,1202,1302,1346,1446,1493,1593,1645,1745,1797,1897
200,1,101,150,250,301,401,455,555,601,701,751,851,901,1001,1047,1147,1197,1297,1354,1454,1499,1599,1649,1749,1800,1900
200,3,103,150,250,296,396,449,549,604,704,747,847,901,1001,1048,1148,1192,1292,1352,1452,1500,1600,1649,1749,1798,1898
200,-5,95,155,255,299,399,442,542,601,701,746,846,894,994,1055,1155,1197,1297,1348,1448,1503,1603,1647,1747,1799,1899
200,-7,93,150,250,295,395,449,549,604,704,754,854,905,1005,1050,1150,1203,1303,1351,1451,1492,1592,1647,1747,1800,1900
200,0,100,149,249,305,405,450,550,599,699,752,852,903,1003,1048,1148,1196,1296,1352,1452,1497,1597,1642,1742,1801,1901
200,3,103,146,246,295,395,450,550,598,698,748,848,901,1001,1048,1148,1202,1302,1349,1449,1502,1602,1644,1744,1795,1895
200,5,105,148,248,299,399,447,547,600,700,754,854,900,1000,1051,1151,1203,1303,1348,1448,1498,1598,1650,1750,1801,1901
200,-2,98,151,251,303,403,446,546,596,696,748,848,900,1000,1046,1146,1203,1303,1348,1448,1501,1601,1651,1751,1799,1899
200,2,102,151,251,301,401,450,550,597,697,753,853,897,997,1050,1150,1196,1296,1344,1444,1502,1602,1651,1751,1803,1903
200,2,102,150,250,303,403,456,556,592,692,753,853,903,1003,1050,1150,1199,1299,1351,1451,1501,1601,1649,1749,1799,1899
200,4,104,150,250,304,404,449,549,603,703,748,848,900,1000,1050,1150,1200,1300,1347,1447,1500,1600,1652,1752,1802,1902
200,-4,96,148,248,294,394,447,547,595,695,749,849,900,1000,1049,1149,1197,1297,1353,1453,1500,1600,1649,1749,1797,1897
200,5,105,152,252,294,394,451,551,602,702,751,851,899,999,1047,1147,1199,1299,1349,1449,1504,1604,1653,1753,1805,1905
200,0,100,155,255,299,399,450,550,600,700,748,848,897,997,1047,1147,1201,1301,1350,1450,1497,1597,1650,1750,1796,1896
200,4,104,147,247,302,402,445,545,600,700,751,851,897,997,1045,1145,1203,1303,1347,1447,1498,1598,1651,1751,1799,1899
200,-1,99,153,253,300,400,451,551,599,699,742,842,900,1000,1055,1155,1197,1297,1340,1440,1499,1599,1648,1748,1801,1901
200,-4,96,148,248,302,402,443,543,599,699,754,854,895,995,1041,1141,1200,1300,1346,1446,1500,1600,1650,1750,1800,1900
200,1,101,149,249,303,403,452,552,596,696,745,845,898,998,1053,1153,1201,1301,1351,1451,1498,1598,1649,1749,1798,1898
200,1,101,150,250,301,401,448,548,597,697,753,853,900,1000,1050,1150,1195,1295,1352,1452,1497,1597,1649,1749,1800,1900
200,3,103,153,253,306,406,444,544,596,696,750,850,906,1006,1049,1149,1195,1295,1352,1452,1498,1598,1649,1749,1799,1899
200,2,102,144,244,305,405,446,546,596,696,746,846,899,999,1050,1150,1198,1298,1351,1451,1495,1595,1646,1746,1801,1901
200,0,100,147,247,297,397,453,553,599,699,749,849,896,996,1047,1147,1200,1300,1353,1453,1505,1605,1649,1749,1802,1902
200,2,102,150,250,301,401,449,549,593,693,748,848,895,995,1046,1146,1194,1294,1353,1453,1500,1600,1653,1753,1799,1899
200,0,100,150,250,298,398,449,549,598,698,750,850,902,1002,1049,1149,1200,1300,1350,1450,1500,1600,1649,1749,1796,1896
200,-6,94,153,253,297,397,452,552,596,696,748,848,902,1002,1049,1149,1197,1297,1345,1445,1501,1601,1654,1754,1802,1902
200,0,100,147,247,300,400,444,544,595,695,748,848,899,999,1047,1147,1199,1299,1353,1453,1500,1600,1647,1747,1795,1895
200,-2,98,154,254,297,397,446,546,598,698,748,848,900,1000,1052,1152,1202,1302,1350,1450,1503,1603,1656,1756,1799,1899
200,5,105,152,252,302,402,450,550,595,695,751,851,900,1000,1056,1156,1202,1302,1348,1448,1499,1599,1647,1747,1804,1904
200,1,101,150,250,298,398,447,547,598,698,747,847,900,1000,1053,1153,1196,1296,1346,1446,1501,1601,1648,1748,1800,1900
200,0,100,153,253,297,397,450,550,600,700,755,855,899,999,1049,1149,1201,1301,1348,1448,1501,1601,1649,1749,1796,1896
200,0,100,151,251,301,401,452,552,606,706,746,846,901,1001,1052,1152,1198,1298,1347,1447,1497,1597,1651,1751,1801,1901
200,4,104,148,248,298,398,454,554,604,704,753,853,900,1000,1052,1152,1200,1300,1355,1455,1495,1595,1647,1747,1803,1903
200,0,100,151,251,301,401,445,545,599,699,752,852,895,995,1051,1151,1197,1297,1345,1445,1496,1596,1651,1751,1803,1903
200,0,100,146,246,296,396,445,545,600,700,750,850,902,1002,1055,1155,1201,1301,1346,1446,1504,1604,1649,1749,1795,1895
200,4,104,148,248,297,397,454,554,599,699,753,853,894,994,1047,1147,1197,1297,1351,1451,1499,1599,1653,1753,1807,1907
200,-1,99,146,246,300,400,451,551,598,698,751,851,901,1001,1052,1152,1197,1297,1348,1448,1495,1595,1651,1751,1801,1901
200,0,100,148,248,299,399,450,550,598,698,751,851,895,995,1050,1150,1198,1298,1353,1453,1503,1603,1641,1741,1798,1898
200,3,103,140,240,297,397,447,547,600,700,747,847,893,993,1052,1152,1197,1297,1351,1451,1500,1600,1654,1754,1800,1900
200,1,101,149,249,299,399,453,553,598,698,751,851,903,1003,1048,1148,1207,1307,1349,1449,1497,1597,1654,1754,1799,1899
200,1,101,154,254,303,403,449,549,597,697,747,847,905,1005,1048,1148,1197,1297,1349,1449,1498,1598,1649,1749,1798,1898
200,4,104,148,248,298,398,450,550,601,701,747,847,902,1002,1048,1148,1202,1302,1345,1445,1500,1600,1652,1752,1802,1902
200,1,101,144,244,299,399,451,551,603,703,748,848,901,1001,1054,1154,1199,1299,1349,1449,1502,1602,1650,1750,1799,1899
200,1,101,151,251,298,398,450,550,602,702,745,845,900,1000,1047,1147,1196,1296,1352,1452,1500,1600,1654,1754,1801,1901
200,-1,99,154,254,302,402,451,551,596,696,753,853,899,999,1050,1150,1198,1298,1344,1444,1502,1602,1652,1752,1796,1896
200,1,101,151,251,302,402,449,549,603,703,748,848,904,1004,1049,1149,1197,1297,1351,1451,1496,1596,1651,1751,1796,1896
200,2,102,149,249,301,401,449,549,603,703,743,843,904,1004,1054,1154,1196,1296,1354,1454,1506,1606,1652,1752,1799,1899
200,0,100,149,249,303,403,450,550,593,693,743,843,896,996,1044,1144,1205,1305,1351,1451,1502,1602,1646,1746,1800,1900
200,0,100,143,243,294,394,451,551,602,702,754,854,903,1003,1049,1149,1201,1301,1343,1443,1499,1599,1645,1745,1795,1895
200,3,103,153,253,297,397,449,549,602,702,749,849,898,998,1052,1152,1197,1297,1348,1448,1502,1602,1654,1754,1798,1898
200,0,100,143,243,299,399,454,554,597,697,751,851,898,998,1046,1146,1200,1300,1353,1453,1496,1596,1651,1751,1802,1902
200,-2,98,152,252,296,396,452,552,598,698,748,848,900,1000,1050,1150,1203,1303,1350,1450,1500,1600,1648,1748,1797,1897
200,1,101,149,249,301,401,446,546,600,700,747,847,904,1004,1047,1147,1203,1303,1345,1445,1494,1594,1647,1747,1796,1896
200,1,101,146,246,301,401,454,554,601,701,748,848,898,998,1050,1150,1197,1297,1347,1447,1505,1605,1653,1753,1798,1898
200,0,100,147,247,299,399,452,552,606,706,752,852,899,999,1053,1153,1200,1300,1350,1450,1497,1597,1653,1753,1804,1904
200,0,100,148,248,300,400,449,549,595,695,746,846,901,1001,1047,1147,1201,1301,1344,1444,1504,1604,1646,1746,1796,1896
200,0,100,147,247,301,401,451,551,602,702,748,848,900,1000,1048,1148,1202,1302,1345,1445,1496,1596,1651,1751,1802,1902
200,0,100,150,250,299,399,452,552,599,699,756,856,900,1000,1049,1149,1198,1298,1346,1446,1498,1598,1653,1753,1804,1904
200,-1,99,147,247,304,404,447,547,602,702,752,852,899,999,1049,1149,1203,1303,1348,1448,1500,1600,1652,1752,1801,1901
200,1,101,151,251,302,402,451,551,597,697,750,850,898,998,1048,1148,1199,1299,1351,1451,1501,1601,1654,1754,1797,1897
200,-3,97,152,252,299,399,450,550,598,698,749,849,900,1000,1054,1154,1199,1299,1349,1449,1504,1604,1651,1751,1798,1898
200,2,102,150,250,300,400,447,547,602,702,747,847,897,997,1047,1147,1201,1301,1352,1452,1500,1600,1646,1746,1798,1898
